22.50128682,24.65246073
22.53947194,24.83187612
22.66561635,24.78017426
22.59476725,24.77020772
22.58983103,24.85216268
22.62480164,24.97779846
22.71532694,24.98118083
22.68272909,25.01990255
22.70095317,25.0145874
22.70754242,25.00817871
22.71550496,25.11818441
22.74735769,25.05046336
22.80426788,24.98137919
22.83993785,25.15375264
22.90914408,25.18500264
22.89937337,25.2803599
22.92534383,25.21779633
22.87762197,25.30049133
22.87854004,25.23354594
22.97161611,25.33125305
22.99014028,25.16159566
23.02617645,25.32309977
23.00606791,25.29292806
22.98207347,25.37401835
23.06971486,25.35511271
22.98898824,25.38312785
23.03233592,25.4373703
23.0335083,25.5258077
23.07410431,25.52788289
23.07197316,25.4932251
23.12932587,25.57532756
25.52990214,25.56515503
25.55391947,25.70564779
25.5466512,25.68949382
25.561203,25.64744568
25.54742432,25.84300486
25.53082784,25.81673686
25.61471558,25.86900838
25.60429891,25.919192
25.6167806,25.82796224
25.67011007,26.00236003
25.68710836,25.95511373
25.76859029,26.01113892
25.75487264,26.0345815
25.8311971,26.10573578
25.74831645,26.04468028
25.77952576,26.15483348
25.8174057,26.17419179
25.82139079,26.19437917
25.89011129,26.23616028
